"Id","Label","name","description","followers_count","statuses_count","friends_count","created_at","location"
"38349184","CAgovernor","Office of the Governor of California","The Office of the California Governor Gavin Newsom. #CAcomeback📍Get vaccinated. https://t.co/lZbwZSukTz",268430,7972,265,"Thu May 07 02:45:40 +0000 2009","Sacramento, CA"
"38673058","APSAtweets","APSA","The American Political Science Association (APSA) is the leading professional organization for the study of political science.",38267,8843,508,"Fri May 08 14:15:43 +0000 2009","Washington, D.C."
"39372927","USCBookstore","USC Bookstore","Serving USC students, faculty, staff, alumni and fans.
Sign up for our mailing list:  
https://t.co/UdzVMfyaMb",4590,2142,219,"Mon May 11 23:26:33 +0000 2009","Los Angeles, CA"
"400089150","N_Albertoni","Nicolás Albertoni","Trabajando para ver un Uruguay🇺🇾 desarrollado • PhD & MAs @USC • MA @Georgetown • Prof. en @UCUoficial • Hoy, en CTM-SG • Esposo de Josefina, papá de Jacinta.",6571,6316,2663,"Fri Oct 28 13:53:17 +0000 2011","Uruguay"
"400391325","LegalAidLA","Legal Aid Foundation of LA","The frontline law firm for people living in poverty across Greater Los Angeles. Need help? Call 800-399-4529 or apply online at https://t.co/3jqVhLxZ9J. #JusticeEquityHope",2811,3679,1018,"Fri Oct 28 23:39:52 +0000 2011","Los Angeles"
"405108328","USCKSI","USCKSI","Explaining Korea to the world through research and teaching.",763,1539,411,"Fri Nov 04 21:34:42 +0000 2011","Los Angeles, CA"
"409259089","HajYazdiha","Hajar Yazdiha, Ph.D.","Sociologist @USCSociology @ERI_USC of the politics of inclusion & exclusion (immigration/race, social movements/culture). @UNC @BrooklynCollege @UVA. Mom of 2.",2833,3455,3445,"Thu Nov 10 13:56:49 +0000 2011","Los Angeles, CA"
"4128845353","studenthealthsc","USC Student Health","Official Twitter of USC Student Health Services: Engemann & Eric Cohen Student Health Centers",1053,1992,764,"Wed Nov 04 23:10:27 +0000 2015","Los Angeles"
"415786848","verbal_gaffe","Josh Timm, PhD","Researcher || Formerly: Political Scientist @ USC",214,132,569,"Fri Nov 18 20:26:13 +0000 2011","Los Angeles, CA"
"42181752","NickCull","Nicholas J. Cull","Professor of Public Diplomacy at USC. Author, most recently of Public Diplomacy: Foundations for Global Engagement in the Digital Age (Polity, 2019) He/Him/His.",2953,858,675,"Sun May 24 07:41:34 +0000 2009","Redondo Beach"
"42458546","HarrisPoll","The Harris Poll","The Harris Poll® is one of the longest running surveys in the U.S. Our mission is to provide insights to inspire leaders to create a better tomorrow.",8500,4082,1010,"Mon May 25 18:30:51 +0000 2009","Global"
"426802833","AP_Politics","AP Politics","Highlights from AP's coverage of U.S. politics and government in words, photos and video. Managed by the Washington bureau. https://t.co/lTcEv1VGoB",561048,83476,615,"Fri Dec 02 18:26:10 +0000 2011","Washington, D.C."
"426988399","USCAHF","USC AHF","Official account for USC Academic Honors & Fellowships - offering USC undergraduates unique academic, scholarship, and fellowship opportunities.",728,379,176,"Fri Dec 02 23:37:45 +0000 2011","USC Student Union, STU 300"
"43405063","ViterbiCareers","Viterbi Careers","Championing @USCViterbi student success through leadership and professional development, empowering them to change the world.",1863,2305,216,"Fri May 29 20:41:45 +0000 2009","Los Angeles, CA"
"4361356452","ProfSMGibson","Shannon Gibson","Assoc. Prof & Co-Dir. of Undergraduate Studies, @USCPOIR | Environmental politics, global health, social movements | Scholar-activist #climatejustice ✌🏻🌎 🕊",591,2823,907,"Thu Nov 26 00:57:42 +0000 2015","Los Angeles, CA"
"43925013","LongBeachMayor","Office of Mayor Robert Garcia","The official account for the Office of Robert Garcia, the 28th Mayor of @LongBeachCity. Personal tweets @RobertGarcia.",18945,10038,1919,"Mon Jun 01 17:20:17 +0000 2009","Long Beach, CA"
"4457167754","changmishaw","Meredith Shaw","UTokyo ISS; Managing Editor, Social Science Japan Journal; studies East Asian cultural politics and social movements; translates North Korean literature",374,182,151,"Fri Dec 04 21:53:10 +0000 2015","Tokyo-to, Japan"
"4515151","p_barbera","Pablo Barberá","Computational Political Scientist, @facebook @uscpoir @MethodologyLSE. Research on social media and politics. 🏳️‍🌈",5818,2615,1363,"Fri Apr 13 16:14:31 +0000 2007","California, USA"
"45490806","Justcdp","Christian Dyogi Phillips","political scientist @usc. author: https://t.co/GRHQHIix89 intersection of race, gender and immigration in American politics.
food*politics enthusiast.",623,1072,640,"Mon Jun 08 03:29:11 +0000 2009",""
"476256944","SenFeinstein","Senator Dianne Feinstein","United States Senator from California. On Facebook at: https://t.co/RVLkJPLS9Y",1497577,12734,253,"Fri Jan 27 23:06:59 +0000 2012","California"
"479666841","kshitijk_","Kshitij Kumar","You can never know enough. I do incident response investigations and forensic analysis for Microsoft DART. Opinions are my own, retweets are not endorsements",381,1081,449,"Tue Jan 31 16:47:20 +0000 2012","Los Angeles, CA"
"4805048978","USC_Econ","USC Economics","The Official Twitter Page for USC's Department of Economics",1037,919,69,"Sat Jan 23 23:56:28 +0000 2016","Los Angeles, CA"
"48117919","uscsocialwork","USC Social Work","Official account for USC Suzanne Dworak-Peck School of Social Work. Follow us for news, events & information about the school. RTs do not indicate endorsement.",11611,10041,998,"Wed Jun 17 21:12:13 +0000 2009","Southern California"
"48788647","FulbrightPrgrm","The Fulbright Program","The U.S. government’s flagship international exchange program. Building mutual understanding in a complex & changing world for 75 years.",85873,14244,1261,"Fri Jun 19 18:40:37 +0000 2009",""
"4881093582","womenalsoknow","womenalsoknowstuff","#WomenAlsoKnowStuff -- you should ask them about it. Search our database of women experts in political science at https://t.co/eRsGZtG9mh",31415,23387,2628,"Tue Feb 09 03:51:12 +0000 2016",""
"491864203","USCGSG","USC Graduate Student Government","University of Southern California | Graduate Student Government | Fight On!",364,459,69,"Tue Feb 14 03:12:43 +0000 2012","Los Angeles"
"492423741","uscticketoffice","USC Ticket Office","The University Of Southern California Ticket Office ✌🏽 For Entertainment Tickets: Movies & Theme Parks (not athletics)",889,340,647,"Tue Feb 14 18:10:22 +0000 2012",""
"498219665","USCcjrc","USC Shinso Ito CJRC","The USC Shinso Ito Center for Japanese Religions and Culture",420,711,143,"Mon Feb 20 20:26:56 +0000 2012","Los Angeles, CA"
"508164075","USCPolymathy","Polymathic Academy","The USC Sidney Harman Academy for Polymathic Study offers a series of conversational encounters intended to intensify polymathic awareness.",283,2792,39,"Wed Feb 29 00:55:58 +0000 2012","USC DML 241"
"509162237","steveswerdlow","Steve Swerdlow","Human rights lawyer, Associate Professor of the Practice of Human Rights, Dept. of Pol. Science & Int'l Relations @USC Former @hrw. Central Asia, Eurasia.",12421,83547,6576,"Wed Feb 29 19:55:16 +0000 2012","Kyrgyzstan"
"509631832","brynrosenfeld","Bryn Rosenfeld","Political scientist @Cornell studying Russia, Ukraine, politics after Communism, protest, public opinion. Author of The Autocratic Middle Class https://t.co/s9eUyHHMlC",598,125,112,"Thu Mar 01 02:46:43 +0000 2012","Ithaca, NY"
"510646300","BedrosianCenter","USC Bedrosian Center","Democracy is a process of governance 
AND it is community building

Politics is collaborative decision making

@USCPrice @BedroisanBook",1604,13115,786,"Thu Mar 01 18:29:06 +0000 2012","Tongva Land / Los Angeles, CA"
"51241574","AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers.",15355385,302293,6849,"Fri Jun 26 21:48:52 +0000 2009","Global"
"52123405","USCCinema","USC Cinematic Arts","Film, television, interactive. 
If you’re into these, then get into us.",13939,1282,175,"Mon Jun 29 17:28:41 +0000 2009","Los Angeles, California"
"52932412","CSatUSC","USC Computer Science","Official Twitter account of the #ComputerScience Department at the @USCViterbi School of Engineering! Questions? csdept@usc.edu",2736,1128,1032,"Thu Jul 02 02:01:04 +0000 2009","USC - Los Angeles, CA"
"546029429","Gallup","Gallup","Analytics and advisory services on the front lines of transformation.",40012,14565,206,"Thu Apr 05 14:49:02 +0000 2012","Washington, D.C."
"547048098","NathanMicatka","Nate Micatka","Political Science PhD Student @UIowa | MA @uscpoir | American politics, policy feedback, political behavior, state politics, and health policy. #FirstGen",625,8393,749,"Fri Apr 06 17:17:49 +0000 2012",""
"57786393","usccrcc","USC Center for Religion and Civic Culture","@USC Center for Religion and Civic Culture studies how religions change and make change in SoCal and across the globe. Sign up for news, events: https://t.co/PLtUElQwzd",2987,8129,1938,"Fri Jul 17 23:11:44 +0000 2009","Los Angeles, CA"
"593542087","ronantfu","Ronan Tse-min Fu","@CWPColumbia postdoc fellow at @ColumbiaSIPA. #IRtheory, #Securitystudies, and #Politicalpsychology",168,121,277,"Tue May 29 09:19:37 +0000 2012","New York, USA"
"62369083","sbonillab","Samuel Bonilla Bogaert","🇩🇴 • Ph.D.(c) en ciencia política @uscpoir • Miembro @AlianzaPaisRD • Escribo @ElMitinRD • Café y vino, sentir y pensar • Vía @Stanford @Columbia @PUCMM",2867,10207,1925,"Sun Aug 02 22:42:58 +0000 2009","Los Angeles, CA / Santo Domingo, Dominican Republic"
"63568032","daveckang","Dave Kang","Going from failure to failure without losing enthusiasm!",5996,4624,506,"Thu Aug 06 23:02:00 +0000 2009","Los Angeles, CA"
"64584927","usg_usc2","USC USG","USC Undergraduate Student Government. Defining the undergraduate experience. ✌️",2322,2467,54,"Tue Aug 11 01:35:29 +0000 2009","Los Angeles, CA"
"65653576","PennFels","Fels Institute","The Fels Institute of Government at @Penn. Est. 1937 - The #IvyLeague’s most practical and personal public management program.",2860,3793,285,"Fri Aug 14 14:59:30 +0000 2009","Philadelphia, PA"
"6603812","PublicDiplomacy","USC Public Diplomacy","A research, analysis and professional training organization dedicated to furthering the study and practice of global public engagement and cultural relations",13791,31423,1333,"Tue Jun 05 21:18:19 +0000 2007","Los Angeles, CA"
"68754481","pongkwans","Pongkwan","PhD Candidate at @uscpoir | Tweet randomly about politics, academics, and pop culture, mainly in Thai but also in English",9486,3564,557,"Tue Aug 25 17:38:59 +0000 2009","Los Angeles, CA"
"69655048","joeyhuddleston","Joey Huddleston","@uscpoir PhD. Assistant professor @shuDiplomacy. Founder @SHUDiploLab. 
Conflict researcher, dogma dissenter, democracy lover, data enthusiast, motorhead.",605,1395,435,"Fri Aug 28 18:14:10 +0000 2009","Essex County, NJ"
"709503363574935552","USCAnnenbergPhD","USC Annenberg PhD","USC Annenberg offers an interdisciplinary PhD program in humanistic and behavioral approaches to communication.",383,414,245,"Mon Mar 14 22:15:58 +0000 2016","Los Angeles, CA"
"71074656","KeckMedUSC","Keck Medicine of USC","500+ internationally renowned doctors at a leading academic medical center keeping you healthy, on track and doing the things you love. #TheKeckEffect",200452,13528,150694,"Wed Sep 02 21:01:03 +0000 2009","Los Angeles"
"710947219","KyleSRapp","Kyle Rapp","PhD Candidate @uscpoir | 
Visiting Research Fellow @ACIL_UvA, Fall '21 | 
MSc Human Rights @ucdpolitics | 
Meaning & Political Uses of #IntLaw | 
he/him 🏳️‍🌈",2427,11690,2693,"Sun Jul 22 16:43:41 +0000 2012","Amsterdam, Netherlands"
"720070605329010690","SangayMishra","Sangay Mishra","Author @UMinnPress book Desis Divided https://t.co/nqPYpYbkbQ… Associate Professor, Political Science @DrewUniversity.",1977,9142,3528,"Wed Apr 13 02:06:25 +0000 2016","New York, NY"
"731167752","Political_Data","Political Data","California's leading provider of political data and information to campaigns.",9463,1662,1010,"Wed Aug 01 18:06:49 +0000 2012",""
"7459282","isanet","ISA","International Studies Association - A community of international studies scholars.",24349,4638,947,"Fri Jul 13 20:07:02 +0000 2007","Storrs, CT"
"747587106","USCGradSchool","USC Graduate School","The USC Graduate School mission is to promote an outstanding educational experience, celebrate student achievements, & provide leadership for graduate education",2431,3171,454,"Thu Aug 09 17:17:35 +0000 2012","Los Angeles, CA"
"748367306","markpa84","Mark Paradis","Instructor in politics at Concordia U and Champlain College. PhD in politics from USC (poli psych and IR). Most tweets about Habs, Dodgers, and Trojans.",90,373,179,"Fri Aug 10 01:53:52 +0000 2012","Montréal, Québec"
"759251","CNN","CNN","It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app https://t.co/UCHG9M367J",55057538,355614,1100,"Fri Feb 09 00:35:02 +0000 2007",""
"764159546726113280","UscCis","USC CIS","The Center for International Studies (CIS) supports faculty and student research at the University of Southern California.",472,646,184,"Fri Aug 12 18:00:08 +0000 2016","Los Angeles, CA"
"76707735","QuinnipiacPoll","Quinnipiac University Poll","Independent, non-partisan national and statewide public opinion poll. 
Informing the nation on where voters stand on critical issues.",86657,3489,2,"Wed Sep 23 17:54:35 +0000 2009","Hamden, Connecticut"
"769857636","ke_wolf","Kayla Wolf","Political Scientist in training @USCPOIR | gender & religion & politics | @fordhamnyc alumna | she/her | Philly sports fan | loves Jeopardy, libraries & cheese",356,144,321,"Mon Aug 20 17:00:00 +0000 2012","Los Angeles, CA"
"791702110416936960","baggottcarter","Erin Baggott Carter","(赵雅芬) Assistant Professor @USC, Hoover Fellow @Stanford @HooverInst, Nonresident Scholar @UCSD @21stCenturyChina. Chinese politics, foreign policy, propaganda.",2732,667,548,"Thu Oct 27 18:04:27 +0000 2016",""
"793991498","tysonsahib","Dr. Tyson Roberts","Political Scientist and my kids' favorite dad (their only dad, they'll tell you)",305,7366,557,"Fri Aug 31 14:33:09 +0000 2012",""
"807095","nytimes","The New York Times","News tips? Share them here: https://t.co/ghL9OoYKMM",50793930,451240,854,"Fri Mar 02 20:41:42 +0000 2007","New York City"
"813449437280423936","brett_l_carter","Brett Carter","Assistant Professor @USC, @HooverInst Fellow @Stanford. Politics + economics in autocracies. Good politicians = constrained politicians",8071,3662,654,"Mon Dec 26 18:20:33 +0000 2016","Palo Alto + Los Angeles"
"817200915065159681","NetDem_USC","NetDem Lab at USC","Networked Democracy Lab at @USC_SIR. Networks, text, social media, political behavior. Tweets by @p_barbera & @badawy8692",92,38,20,"Fri Jan 06 02:47:35 +0000 2017","Los Angeles, CA"
"826285384262774784","yesthatabbywood","Abby Wood","Law & politics, campaign finance, bureaucracy, transparency. Also pretty into 🚲 and electing more women. I tweet in my personal capacity.",2627,930,2064,"Tue Jan 31 04:26:02 +0000 2017","Los Angeles, CA"
"831967839581990912","MarcoMilani05","Marco Milani","Assistant Professor at Università di Bologna.",358,327,373,"Wed Feb 15 20:46:05 +0000 2017","Bologna"
"838396926","theWPSA","Western Political Science Association","We are the Western Political Science Association || #WPSA22 is March 10 - 12 in Portland, OR",5741,6693,3536,"Fri Sep 21 19:09:57 +0000 2012","the new west"
"839235646921199616","USCVillage","USC Village","USC Village is a $700 million retail-residential development - and the largest development in the history of South Los Angeles.",473,84,99,"Tue Mar 07 22:05:45 +0000 2017","Los Angeles, CA"
"844612830062166017","AliciaRrChen","Alicia R. Chen","Ph.D. student @StanfordPoliSci studying IR and China // Prev: @ESoConflict",281,81,371,"Wed Mar 22 18:12:45 +0000 2017","Stanford, CA"
"846427416473944064","uscprovost","USC Office of the Provost","The official Twitter account of the USC Office of the Provost. We share links to USC news and our Provost's news and blog at: https://t.co/4nPX8uLe3F.",2086,3046,1154,"Mon Mar 27 18:23:16 +0000 2017","Los Angeles, CA"
"849289375544299520","SPECLabUSC","Security and Political Economy (SPEC) Lab","We conduct research on climate change, security, economic development and human rights. PIs: Ben Graham, Jon Markowitz & @BeckerLabUSC. Director: Alix Ziff.",475,618,272,"Tue Apr 04 15:55:40 +0000 2017","Univ of Southern California"
"872858864215044096","SteffiNeumeier","Stefanie Neumeier","PhD candidate in Political Science and International Relations | MS in Applied Economics | USC | focus on migration, refugee protection, and political networks",141,38,173,"Thu Jun 08 16:52:24 +0000 2017","United States"
"876528586664038400","BeckerLabUSC","Dr. Megan Becker","#FirstGen Political Scientist @uscpoir. Interests in civil war, mercenaries, undergraduate research and research transparency. PI @SPECLabUSC. She/Hers",1433,4496,1217,"Sun Jun 18 19:54:34 +0000 2017","California, USA"
"885608213420191744","jandrewsinclair","Andy Sinclair","Assistant Professor, Claremont McKenna College (formerly, NYU Wagner).  Teaching courses in Public Policy & American Government and Politics.",886,1558,4772,"Thu Jul 13 21:13:46 +0000 2017","Los Angeles, CA"
"887129268","Bknafou","Brian Knafou","PhD Candidate in Political Science at @uscpoir. I live for comparative politics and the NBA. Interested in the MENA region, religion & politics, and democracy.",140,139,492,"Wed Oct 17 16:26:35 +0000 2012","Los Angeles, CA"
"89544886","USCPrice","USC Price School","USC Sol Price School of Public Policy -- shaping the world since 1929. Our mission is to improve the quality of life for people and their communities.",7845,16329,1658,"Thu Nov 12 21:25:24 +0000 2009","Los Angeles, CA"
"895845174642786309","MiaSpeier","Mia Speier","studying 🌍 + 📰 @usc | editor-in-chief @glimpsesc | editor @annenbergmedia | director @uscgpi | fmr: @cfr_org @rcfp | curious about news media + press freedom",712,1589,1353,"Fri Aug 11 03:11:48 +0000 2017","she/her"
"902957518585921536","USCMidEast","USC Department of Middle East Studies","Middle East Studies | University of Southern California |
Subscribe to our weekly newsletter: https://t.co/Y919eSMvih",144,23,109,"Wed Aug 30 18:13:43 +0000 2017","Los Angeles, CA"
"905416143313219584","NBCNewsTHINK","NBC News THINK","THINK is NBC News' home for fresh opinion, sharp analysis and powerful essays.",24750,10210,1134,"Wed Sep 06 13:03:25 +0000 2017","Manhattan, NY"
"913639058","notstevenwhite","Steven White","Assistant professor, @SUPoliSci. I study war and civil rights (https://t.co/4upAx3tWTn), the political influence of the police (in progress), & more.",8902,12540,2139,"Tue Oct 30 01:32:58 +0000 2012",""
"917551703578238976","kelly_zvobgo","Dr. Kelebogile Zvobgo (she/her)","Assistant Prof of Government @williamandmary, Director @IntlJusticeLab • Affiliate @global_wm, Editorial Board @JofHumanRights • PhD @uscpoir, BA @pomonacollege",8543,23689,1214,"Tue Oct 10 00:45:48 +0000 2017","Occupied Powhatan Territory"
"923006765129613312","V_Chonn","Victoria Chonn-Ching","Political Economist | China & Latin America Expert | Postdoc @usc | Former fellow @gdpc_bu | Alumna @uscpoir & @michiganchina | Like/Retweet ≠ Endorsement",356,611,511,"Wed Oct 25 02:02:16 +0000 2017",""
"93798559","LATrojans","LA Trojans","",1391,1223,372,"Tue Dec 01 05:38:46 +0000 2009","Los Angeles, CA"
"948363754541957121","ErumJaffrey","Erum","Multimedia Journalist/TV Writer 🎥 recently @CNNI prev @USAToday @CBSNews @60Minutes | @USCpoir alumna ✌🏽 العربية/اردو",240,734,922,"Wed Jan 03 01:21:53 +0000 2018","LA | ATL | NYC "
"950492939054022656","USC_GSS","USC Dept. of Gender & Sexuality Studies","Official Twitter for the Department of Gender & Sexuality Studies at USC. Follow us for info on our growing department & USC news concerning gender & sexuality.",459,837,218,"Mon Jan 08 22:22:30 +0000 2018","Los Angeles, CA"
"960353869","PSRMJournal","PSRM Journal","Political Science Research and Methods: The journal of #EPSA (European Political Science Association), edited by Paul Kellstedt (@PKellstedt), published by CUP",7379,1155,815,"Tue Nov 20 11:56:58 +0000 2012",""
"963188298117074945","USC_GGInstitute","USC Global Governance Institute","USC Dornsife's Global Governance Institute explores critical global challenges and provides unique programming and events for both USC and local LA communities.",8,2,1,"Mon Feb 12 23:09:20 +0000 2018","Los Angeles, CA"
"963253747","USCdiglib","USC Digital Library","The USC Digital Library supports teaching, learning & research at USC by providing open access to a wide variety of digital materials & collections.",2641,3512,802,"Wed Nov 21 23:03:31 +0000 2012","Los Angeles, CA"
"979864728737538048","ayana_best","Ayana Best","UW-Madison REP Predoc, USC POIR PhD Candidate 👩🏾‍🎓, UCR Alumna ‘16, ΔΣΘ 🔺, unapologetically Black ✊🏾",328,383,201,"Fri Mar 30 23:35:31 +0000 2018","Los Angeles, CA"
"995283361","CanbolatSercan","Sercan Canbolat","VisSchol @UConnStamford; Fellow @MTSCarleton; ABD @UConn POLS; Steering C. Member @UConnGlobal; Alum @FulbrightPrgrm @SICSS_Istanbul 
#FPA #ArabicOCA #NLP #VIRP",2087,5994,4703,"Fri Dec 07 15:22:41 +0000 2012","Stamford, CT"
"999807846920241153","FabeGonz","Dr. Fabián Naranjo González","Ph.D. @USC | M.A. @usfca | B.A. @ucdavis | Political Scientist | First-Gen | SoCal/L.A.✌🏽🇺🇸🏳️‍🌈",95,953,221,"Fri May 25 00:22:21 +0000 2018","Los Angeles, CA"
